# Complete Hindi
## Chapter 06
इस लिपि को क्या कहते हैं? (is lipi ko kyā kahte haĩ?);What's this script called?
इसको देवनागरी कहते हैं। (isko devanāgarī kahte haĩ.);They call it Devanagari.
अच्छी साड़ियाँ महँगी होती हैं। (acchī sāṛiyā̃ mahãgī hotī haĩ.);Good saris are expensive.
हाँ, लेकिन यह साड़ी सस्ती है। (hā̃, lekin yah sāṛī sastī hai.);Yes, but this sari is cheap.
मालूम होता है कि माँ नाराज़ हैं। (mālūm hotā hai ki mā̃ nārāz haĩ.);It seems Mother's angry.
मुझे मालूम है कि माँ नाराज़ हैं। (mujhe mālūm hai ki mā̃ nārāz haĩ.);I know Mother's angry.
तुम्हारा कुत्ता हमारे घर में है। (tumhārā kuttā hamāre ghar mẽ hai.);Your dog is in our house.
तेरा पापा कहाँ है? (terā pāpā kahā̃ hai?);Where's your father?
आपके हाथ में क्या है? (āpke hāth mẽ kyā hai?);What is in your hand?
ये कपड़े किसके हैं? (ye kapṛe kiske haĩ?);Whose clothes are these?
मेरे तो नहीं हैं। (mere to nahī̃ haĩ.);They're not mine.
यह मेरा दफ़्तर है। (yah merā daftar hai.);This is my office.
यह दफ़्तर मेरा है। (yah daftar merā hai.);This office is mine.
ऋषि अपने भाई से कितना बड़ा है? (Ṛṣi apne bhāī se kitnā baṛā hai?);How much older is Rishi than his brother?
राज सबसे छोटा है – सिर्फ़ बारह साल का है। (Rāj sabse choṭā hai – sirf bārah sāl kā hai.);Raj is the youngest – he's only 12.
ऋषि चौदह साल का है। (Ṛṣi caudah sāl kā hai.);Rishi is 14.
और तुम, संगीता? (aur tum, Sangītā?);And you, Sangeeta?
तुम्हारी उम्र कितनी है? (tumhārī umr kitnī hai?);What's your age?
क्या तुम मुझसे बड़ी हो? (kyā tum mujhse baṛī ho?);Are you older than me?
मैं उन्नीस साल की हूँ। (maĩ unnīs sāl kī hū̃.);I'm 19.
मुझे मालूम नहीं कि तुम्हारी उम्र कितनी है। (mujhe mālūm nahī̃ ki tumhārī umr kitnī hai.);I don't know how old you are.
मैं तुम से थोड़ा बड़ा हूँ – इक्कीस साल का हूँ। (maĩ tum se thoṛā baṛā hū̃ – ikkīs sāl kā hū̃.);I'm a little older than you – I'm 21.
और लंबाई में भी तुम मुझसे बड़े हो। (aur lambāī mẽ bhī tum mujhse baṛe ho.);And you're taller than me too.
यह व्यंग्य क्यों, संगीता? (yah vyaṅgy kyõ, Sangītā?);Why this sarcasm, Sangeeta?
तुम मुझे क्यों नापसंद करती हो? (tum mujhe kyõ nāpasand kartī ho?);Why do you dislike me?
कौन कहता है कि मैं तुम्हें नापसंद करती हूँ? (kaun kahtā hai ki maĩ tumhẽ nāpasand kartī hū̃?);Who says I dislike you?
मैं तुम्हारे बारे में तो सोचती भी नहीं! (maĩ tumhāre bāre mẽ to soctī bhī nahī̃!);I don't even think about you!
तुम तो सिर्फ़ अपने बारे में सोचती हो, अपने दोस्तों के बारे में नहीं। (tum to sirf apne bāre mẽ soctī ho, apne dostõ ke bāre mẽ nahī̃.);You only think about yourself, not about your friends.
अच्छा, तो तुम अपने को मेरा दोस्त समझते हो? (acchā, to tum apne ko merā dost samajhte ho?);I see, so you consider yourself my friend?
राज अपने कमरे में है। (Rāj apne kamre mẽ hai.);Raj is in his own room.
राज उसके कमरे में है। (Rāj uske kamre mẽ hai.);Raj is in his (someone else's) room.
मैं संगीता को अपनी किताब देता हूँ। (maĩ Sangītā ko apnī kitāb detā hū̃.);I give Sangeeta my book.
सुहास संगीता को अपनी किताब देता है। (Suhās Sangītā ko apnī kitāb detā hai.);Suhas gives Sangeeta his book.
संगीता सुहास को अपनी किताब देती है। (Sangītā Suhās ko apnī kitāb detī hai.);Sangeeta gives Suhas her book.
हम अपने दोस्तों को ख़त लिखते हैं। (ham apne dostõ ko khat likhte haĩ.);We write letters to our friends.
वे अपनी भाषा क्यों नहीं बोलते? (ve apnī bhāṣā kyõ nahī̃ bolte?);Why don't they speak their own language?
मैं अपने भाई से लंबा हूँ। (maĩ apne bhāī se lambā hū̃.);I am taller than my brother.
यह मेरी अपनी गाड़ी है। (yah merī apnī gāṛī hai.);This is my very own car.
हिन्दी हमारी अपनी भाषा है। (hindī hamārī apnī bhāṣā hai.);Hindi is our own language.
अपनी किताब पढ़ो। (apnī kitāb paṛho.);Read your book.
मुझे अपने गंदे कपड़े दो। (mujhe apne gande kapṛe do.);Give me your dirty clothes.
अपना ख़याल रखना। (apnā khayāl rakhnā.);Take care of yourself.
